Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Is_Verified,Length_Referent_Text,Number_Verified_Annotations,Pinned,Total_Votes
FALSE,accepted,0,TRUE,TRUE,27,0,FALSE,1
TRUE,verified,27,TRUE,TRUE,91,2,TRUE,858
FALSE,accepted,0,FALSE,FALSE,222,0,FALSE,70
FALSE,unreviewed,4,TRUE,FALSE,178,0,FALSE,61
FALSE,unreviewed,0,FALSE,FALSE,42,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,17,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,14,0,FALSE,16
FALSE,accepted,0,FALSE,FALSE,195,0,FALSE,674
FALSE,accepted,0,TRUE,TRUE,119,3,FALSE,8
FALSE,accepted,0,FALSE,FALSE,13,26,FALSE,67
FALSE,unreviewed,0,TRUE,FALSE,13,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,71,0,FALSE,8
FALSE,accepted,0,TRUE,TRUE,44,0,FALSE,8
FALSE,accepted,0,FALSE,FALSE,21,2,FALSE,11
TRUE,verified,0,FALSE,FALSE,85,1,TRUE,155
FALSE,accepted,4,FALSE,TRUE,94,0,FALSE,37
FALSE,accepted,0,TRUE,FALSE,73,0,FALSE,6
FALSE,unreviewed,1,FALSE,FALSE,94,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,24
FALSE,accepted,3,FALSE,TRUE,93,0,FALSE,4
FALSE,unreviewed,0,FALSE,FALSE,40,0,FALSE,2
FALSE,unreviewed,0,FALSE,FALSE,6,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,27,1,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,105,1,FALSE,6
FALSE,accepted,0,FALSE,FALSE,101,0,FALSE,35
FALSE,accepted,0,TRUE,FALSE,45,0,FALSE,10
FALSE,accepted,3,TRUE,FALSE,104,0,FALSE,30
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,11
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,2
FALSE,accepted,1,FALSE,TRUE,76,0,FALSE,31
FALSE,accepted,0,FALSE,FALSE,45,0,FALSE,5
FALSE,accepted,1,FALSE,TRUE,83,0,FALSE,15
FALSE,accepted,0,FALSE,FALSE,26,0,FALSE,1
FALSE,accepted,1,TRUE,TRUE,67,0,FALSE,8
FALSE,accepted,0,FALSE,FALSE,67,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,63,0,FALSE,1
FALSE,unreviewed,1,TRUE,TRUE,171,0,FALSE,5
FALSE,accepted,0,TRUE,TRUE,48,0,FALSE,15
FALSE,unreviewed,0,TRUE,FALSE,58,0,FALSE,0
FALSE,accepted,3,FALSE,TRUE,331,0,FALSE,120
TRUE,verified,32,TRUE,TRUE,30,3,TRUE,891
FALSE,accepted,2,TRUE,TRUE,16,0,FALSE,59
FALSE,accepted,0,TRUE,FALSE,64,0,FALSE,24
FALSE,accepted,0,TRUE,FALSE,57,0,FALSE,27
FALSE,accepted,0,TRUE,TRUE,74,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,106,0,FALSE,0
TRUE,accepted,3,TRUE,TRUE,84,6,FALSE,32
FALSE,unreviewed,0,FALSE,FALSE,45,0,FALSE,2
FALSE,accepted,0,TRUE,FALSE,5,0,FALSE,14
FALSE,accepted,0,FALSE,FALSE,26,0,FALSE,0
FALSE,unreviewed,1,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,2,FALSE,TRUE,18,4,FALSE,39
FALSE,accepted,1,FALSE,FALSE,31,2,FALSE,8
FALSE,unreviewed,0,FALSE,FALSE,31,0,FALSE,5
FALSE,accepted,0,TRUE,FALSE,59,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,38,0,FALSE,270
FALSE,accepted,2,FALSE,FALSE,78,0,FALSE,23
FALSE,unreviewed,0,FALSE,FALSE,4,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,111,0,FALSE,16
FALSE,accepted,0,FALSE,TRUE,24,1,FALSE,14
FALSE,accepted,0,FALSE,TRUE,87,1,FALSE,16
FALSE,accepted,2,FALSE,TRUE,138,1,FALSE,32
FALSE,accepted,1,TRUE,FALSE,394,0,FALSE,44
FALSE,accepted,0,TRUE,FALSE,123,0,FALSE,41
FALSE,accepted,1,TRUE,FALSE,44,0,FALSE,20
FALSE,accepted,1,FALSE,FALSE,58,0,FALSE,8
FALSE,unreviewed,1,FALSE,FALSE,15,1,FALSE,-3
FALSE,unreviewed,0,FALSE,FALSE,17,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,2
FALSE,accepted,1,TRUE,TRUE,108,3,FALSE,95
FALSE,unreviewed,0,TRUE,FALSE,43,0,FALSE,14
FALSE,accepted,0,FALSE,FALSE,82,0,FALSE,4
FALSE,accepted,2,FALSE,FALSE,46,0,FALSE,1
FALSE,unreviewed,0,FALSE,TRUE,47,0,FALSE,0
FALSE,accepted,2,FALSE,FALSE,65,0,FALSE,80
FALSE,accepted,0,FALSE,TRUE,9,1,FALSE,13
FALSE,accepted,0,FALSE,TRUE,54,0,FALSE,65
FALSE,accepted,2,TRUE,TRUE,32,0,FALSE,63
FALSE,accepted,2,FALSE,FALSE,82,0,FALSE,61
FALSE,accepted,0,TRUE,TRUE,45,0,FALSE,8
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,3
FALSE,accepted,1,FALSE,FALSE,167,0,FALSE,39
FALSE,unreviewed,0,FALSE,FALSE,47,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,111,2,FALSE,10
FALSE,unreviewed,1,TRUE,FALSE,51,0,FALSE,3
FALSE,accepted,0,TRUE,TRUE,70,0,FALSE,20
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,53
FALSE,accepted,1,FALSE,FALSE,18,2,FALSE,31
FALSE,unreviewed,1,TRUE,FALSE,103,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,16,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,58,1,FALSE,8
FALSE,unreviewed,0,FALSE,TRUE,36,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,85,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,101,0,FALSE,42
FALSE,unreviewed,0,TRUE,FALSE,33,0,FALSE,36
FALSE,accepted,0,FALSE,TRUE,111,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,24,0,FALSE,2
FALSE,accepted,1,TRUE,TRUE,22,1,FALSE,32
FALSE,accepted,0,FALSE,FALSE,18,0,FALSE,11
FALSE,accepted,1,FALSE,FALSE,102,0,FALSE,10
FALSE,accepted,0,TRUE,FALSE,19,0,FALSE,0
TRUE,accepted,1,FALSE,FALSE,196,26,FALSE,8
FALSE,accepted,1,FALSE,FALSE,72,0,FALSE,11
FALSE,unreviewed,0,FALSE,FALSE,49,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,4
FALSE,accepted,0,TRUE,TRUE,215,3,FALSE,216
FALSE,accepted,1,TRUE,FALSE,50,1,FALSE,2
FALSE,accepted,0,FALSE,TRUE,46,0,FALSE,94
FALSE,accepted,0,FALSE,FALSE,27,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,77,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,14
FALSE,accepted,1,TRUE,TRUE,16,0,FALSE,9
FALSE,unreviewed,0,FALSE,FALSE,33,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,11,0,FALSE,3
FALSE,unreviewed,0,FALSE,FALSE,55,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,48,0,FALSE,5
FALSE,unreviewed,2,FALSE,FALSE,34,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,9
FALSE,accepted,0,TRUE,FALSE,42,0,FALSE,19
FALSE,accepted,1,TRUE,FALSE,76,0,FALSE,47
FALSE,verified,0,TRUE,TRUE,30,3,FALSE,56
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,50,0,FALSE,3
FALSE,accepted,2,TRUE,FALSE,91,1,FALSE,40
FALSE,accepted,2,FALSE,FALSE,27,0,FALSE,20
FALSE,unreviewed,0,FALSE,FALSE,107,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,46,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,674,0,FALSE,15
FALSE,accepted,1,TRUE,FALSE,21,0,FALSE,90
FALSE,accepted,0,FALSE,TRUE,21,0,FALSE,6
FALSE,accepted,0,FALSE,TRUE,13,4,FALSE,47
FALSE,unreviewed,1,FALSE,FALSE,54,0,FALSE,3
FALSE,unreviewed,0,FALSE,FALSE,44,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,71,0,FALSE,8
FALSE,accepted,2,TRUE,TRUE,39,0,FALSE,18
FALSE,accepted,1,FALSE,FALSE,233,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,47,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,17,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,38,0,FALSE,0
FALSE,accepted,2,FALSE,FALSE,49,0,FALSE,28
FALSE,accepted,0,TRUE,TRUE,68,3,FALSE,13
FALSE,unreviewed,0,FALSE,FALSE,36,0,FALSE,0
FALSE,unreviewed,1,FALSE,FALSE,11,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,47,0,FALSE,50
FALSE,unreviewed,0,FALSE,FALSE,65,1,FALSE,1
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,4
FALSE,accepted,1,FALSE,TRUE,45,3,FALSE,10
FALSE,accepted,0,TRUE,TRUE,81,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,51,0,FALSE,32
FALSE,accepted,0,TRUE,FALSE,38,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,128,0,FALSE,86
FALSE,accepted,0,FALSE,FALSE,42,1,FALSE,31
FALSE,unreviewed,0,FALSE,FALSE,7,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,2,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,52,0,FALSE,18
FALSE,unreviewed,0,TRUE,FALSE,48,0,FALSE,2
TRUE,verified,19,TRUE,FALSE,25,2,TRUE,1097
FALSE,accepted,0,TRUE,FALSE,46,1,FALSE,2
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,27
FALSE,accepted,0,FALSE,TRUE,27,0,FALSE,70
FALSE,unreviewed,5,FALSE,FALSE,37,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,9,0,FALSE,17
FALSE,accepted,0,FALSE,FALSE,75,0,FALSE,10
FALSE,accepted,0,TRUE,FALSE,8,0,FALSE,68
FALSE,accepted,0,TRUE,FALSE,79,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,8,0,FALSE,6
FALSE,accepted,1,FALSE,TRUE,124,0,FALSE,6
FALSE,accepted,0,FALSE,TRUE,267,0,FALSE,18
FALSE,accepted,1,TRUE,FALSE,37,0,FALSE,59
FALSE,accepted,0,FALSE,TRUE,48,0,FALSE,5
FALSE,accepted,9,TRUE,TRUE,99,0,FALSE,71
FALSE,accepted,1,FALSE,TRUE,49,0,FALSE,3
FALSE,accepted,0,TRUE,TRUE,50,0,FALSE,17
FALSE,unreviewed,0,FALSE,FALSE,27,0,FALSE,2
FALSE,accepted,1,FALSE,FALSE,93,0,FALSE,90
FALSE,accepted,1,FALSE,TRUE,315,2,FALSE,26
FALSE,unreviewed,1,TRUE,TRUE,32,0,FALSE,1
FALSE,verified,2,FALSE,TRUE,48,1,FALSE,39
FALSE,accepted,0,FALSE,FALSE,22,2,FALSE,21
FALSE,accepted,1,FALSE,TRUE,190,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,91,0,FALSE,93
FALSE,accepted,0,TRUE,FALSE,96,0,FALSE,12
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,28,0,FALSE,49
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,41
FALSE,unreviewed,1,TRUE,TRUE,241,0,FALSE,9
FALSE,accepted,0,FALSE,FALSE,22,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,52,1,FALSE,46
FALSE,unreviewed,0,TRUE,FALSE,66,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,43,2,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,37,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,13,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,43,1,FALSE,17
FALSE,accepted,0,FALSE,FALSE,93,1,FALSE,6
FALSE,accepted,0,TRUE,FALSE,21,0,FALSE,63
FALSE,accepted,0,TRUE,TRUE,24,0,FALSE,17
FALSE,accepted,1,FALSE,FALSE,210,0,FALSE,5
FALSE,accepted,0,TRUE,TRUE,6,2,FALSE,54
FALSE,unreviewed,0,FALSE,FALSE,14,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,65,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,49,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,55,0,FALSE,18
FALSE,accepted,1,FALSE,FALSE,232,0,FALSE,11
FALSE,accepted,0,FALSE,FALSE,80,0,FALSE,53
FALSE,accepted,1,TRUE,FALSE,27,0,FALSE,6
FALSE,accepted,0,FALSE,FALSE,22,0,FALSE,1
FALSE,unreviewed,0,TRUE,TRUE,5,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,7,0,FALSE,7
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,52
FALSE,accepted,0,TRUE,TRUE,9,0,FALSE,7
FALSE,accepted,0,FALSE,FALSE,64,2,FALSE,6
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,10
FALSE,unreviewed,0,FALSE,FALSE,111,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,15,0,FALSE,2
FALSE,accepted,0,TRUE,TRUE,63,0,FALSE,73
FALSE,accepted,1,TRUE,FALSE,83,0,FALSE,16
FALSE,accepted,1,FALSE,FALSE,94,0,FALSE,5
FALSE,accepted,0,TRUE,FALSE,27,1,FALSE,163
FALSE,accepted,1,FALSE,FALSE,39,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,63,0,FALSE,1
FALSE,unreviewed,0,TRUE,FALSE,62,0,FALSE,2
FALSE,accepted,0,TRUE,FALSE,21,2,FALSE,95
FALSE,accepted,0,TRUE,TRUE,47,0,FALSE,12
FALSE,unreviewed,0,FALSE,FALSE,77,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,45,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,142,0,FALSE,2
FALSE,unreviewed,0,TRUE,FALSE,193,0,FALSE,1
FALSE,unreviewed,0,TRUE,TRUE,94,0,FALSE,17
FALSE,accepted,0,FALSE,FALSE,21,0,FALSE,4
FALSE,accepted,0,TRUE,FALSE,45,1,FALSE,15
FALSE,accepted,0,TRUE,FALSE,43,0,FALSE,9
FALSE,accepted,0,FALSE,FALSE,187,2,FALSE,17
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,5
FALSE,accepted,0,FALSE,TRUE,74,0,FALSE,37
FALSE,verified,0,TRUE,TRUE,40,7,FALSE,3
FALSE,accepted,2,TRUE,FALSE,43,0,FALSE,42
FALSE,accepted,0,FALSE,FALSE,49,0,FALSE,127
FALSE,unreviewed,0,FALSE,FALSE,136,0,FALSE,4
FALSE,accepted,0,TRUE,TRUE,146,2,FALSE,33
FALSE,unreviewed,1,FALSE,FALSE,33,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,56,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,46,0,FALSE,23
FALSE,accepted,0,FALSE,FALSE,50,1,FALSE,4
FALSE,accepted,1,TRUE,FALSE,226,0,FALSE,38
FALSE,accepted,0,FALSE,FALSE,53,0,FALSE,6
TRUE,verified,20,FALSE,FALSE,40,2,TRUE,161
FALSE,accepted,1,FALSE,FALSE,9,0,FALSE,42
FALSE,accepted,0,FALSE,FALSE,20,0,FALSE,3
FALSE,accepted,0,TRUE,TRUE,9,2,FALSE,27
FALSE,accepted,0,FALSE,FALSE,109,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,67,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,135,0,FALSE,28
FALSE,accepted,0,TRUE,FALSE,62,0,FALSE,2
FALSE,unreviewed,0,FALSE,FALSE,5,0,FALSE,2
FALSE,accepted,1,TRUE,TRUE,9,0,FALSE,53
FALSE,accepted,0,TRUE,TRUE,72,0,FALSE,2
FALSE,accepted,1,TRUE,FALSE,43,0,FALSE,120
FALSE,accepted,0,TRUE,TRUE,49,1,FALSE,32
TRUE,verified,0,TRUE,TRUE,103,7,TRUE,64
FALSE,accepted,1,TRUE,FALSE,86,0,FALSE,19
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,48,0,FALSE,0
FALSE,accepted,1,FALSE,FALSE,616,0,FALSE,17
FALSE,accepted,1,FALSE,TRUE,239,2,FALSE,26
TRUE,verified,19,TRUE,TRUE,119,4,TRUE,863
FALSE,accepted,4,TRUE,TRUE,165,0,FALSE,124
FALSE,unreviewed,0,TRUE,FALSE,45,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,250,0,FALSE,9
FALSE,accepted,0,FALSE,FALSE,60,0,FALSE,209
FALSE,unreviewed,0,TRUE,FALSE,51,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,38,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,6
FALSE,accepted,0,FALSE,FALSE,33,1,FALSE,0
FALSE,accepted,0,FALSE,FALSE,98,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,205,0,FALSE,4
FALSE,accepted,0,TRUE,FALSE,43,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,48,0,FALSE,11
FALSE,unreviewed,1,FALSE,FALSE,35,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,96,0,FALSE,86
FALSE,accepted,0,TRUE,FALSE,30,9,FALSE,36
FALSE,accepted,0,TRUE,TRUE,6,3,FALSE,50
FALSE,accepted,0,FALSE,TRUE,96,0,FALSE,62
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,0
FALSE,unreviewed,0,TRUE,FALSE,44,0,FALSE,2
FALSE,accepted,1,FALSE,FALSE,49,0,FALSE,7
FALSE,accepted,0,TRUE,FALSE,31,7,FALSE,4
FALSE,accepted,0,FALSE,FALSE,87,2,FALSE,71
FALSE,accepted,2,FALSE,TRUE,78,0,FALSE,205
FALSE,unreviewed,0,FALSE,FALSE,64,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,287,0,FALSE,76
FALSE,accepted,1,TRUE,TRUE,127,0,FALSE,36
FALSE,accepted,0,FALSE,TRUE,7,1,FALSE,31
FALSE,unreviewed,1,FALSE,FALSE,48,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,196,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,70,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,6,1,FALSE,145
FALSE,accepted,0,FALSE,FALSE,19,0,FALSE,34
FALSE,accepted,2,FALSE,FALSE,80,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,27,3,FALSE,0
FALSE,accepted,0,TRUE,FALSE,45,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,43,0,FALSE,50
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,47
FALSE,accepted,0,FALSE,FALSE,143,2,FALSE,3
FALSE,accepted,1,FALSE,FALSE,412,0,FALSE,86
FALSE,accepted,0,FALSE,FALSE,48,2,FALSE,18
TRUE,verified,4,FALSE,TRUE,69,5,TRUE,221
FALSE,accepted,0,FALSE,FALSE,112,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,61,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,108,0,FALSE,18
FALSE,accepted,1,TRUE,FALSE,107,0,FALSE,30
FALSE,unreviewed,0,FALSE,FALSE,53,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,111,0,FALSE,74
FALSE,accepted,0,FALSE,TRUE,29,0,FALSE,9
FALSE,accepted,0,TRUE,TRUE,77,0,FALSE,13
FALSE,accepted,0,FALSE,TRUE,166,1,FALSE,46
FALSE,accepted,1,TRUE,FALSE,92,0,FALSE,30
FALSE,verified,0,TRUE,FALSE,45,4,FALSE,19
FALSE,accepted,0,TRUE,TRUE,14,0,FALSE,172
FALSE,accepted,0,FALSE,FALSE,39,0,FALSE,8
FALSE,unreviewed,1,FALSE,FALSE,5,0,FALSE,0
TRUE,verified,2,FALSE,FALSE,79,3,TRUE,1076
FALSE,accepted,0,FALSE,FALSE,40,1,FALSE,0
FALSE,accepted,2,TRUE,FALSE,72,1,FALSE,57
FALSE,unreviewed,0,FALSE,FALSE,21,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,121,0,FALSE,1
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,7
FALSE,accepted,1,FALSE,FALSE,86,0,FALSE,31
FALSE,accepted,0,FALSE,TRUE,119,0,FALSE,7
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,21,0,FALSE,9
TRUE,verified,0,TRUE,TRUE,56,4,TRUE,58
FALSE,unreviewed,0,FALSE,FALSE,37,0,FALSE,-1
TRUE,verified,38,TRUE,FALSE,47,9,TRUE,672
FALSE,accepted,1,FALSE,TRUE,38,0,FALSE,36
FALSE,accepted,0,FALSE,TRUE,45,0,FALSE,122
FALSE,accepted,1,FALSE,FALSE,76,0,FALSE,5
FALSE,unreviewed,0,FALSE,FALSE,35,0,FALSE,3
TRUE,verified,2,FALSE,TRUE,19,5,TRUE,178
FALSE,accepted,0,TRUE,TRUE,83,0,FALSE,86
FALSE,unreviewed,0,FALSE,FALSE,80,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,51,0,FALSE,0
TRUE,accepted,11,FALSE,FALSE,169,2,FALSE,141
FALSE,accepted,0,TRUE,FALSE,40,0,FALSE,5
FALSE,accepted,1,TRUE,FALSE,31,3,FALSE,21
TRUE,verified,4,TRUE,FALSE,116,7,TRUE,103
FALSE,accepted,0,TRUE,TRUE,44,4,FALSE,17
FALSE,accepted,0,FALSE,TRUE,101,0,FALSE,28
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,31,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,18,0,FALSE,16
FALSE,accepted,0,TRUE,TRUE,49,0,FALSE,202
FALSE,accepted,0,FALSE,TRUE,53,0,FALSE,2
FALSE,unreviewed,0,FALSE,FALSE,166,0,FALSE,0
FALSE,accepted,1,FALSE,TRUE,80,0,FALSE,36
FALSE,accepted,1,TRUE,FALSE,33,2,FALSE,81
FALSE,accepted,0,TRUE,FALSE,51,2,FALSE,265
FALSE,accepted,0,TRUE,FALSE,40,0,FALSE,130
FALSE,accepted,0,FALSE,FALSE,116,0,FALSE,6
FALSE,accepted,0,FALSE,FALSE,56,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,10
TRUE,verified,40,TRUE,TRUE,156,1,TRUE,744
FALSE,accepted,1,FALSE,FALSE,46,0,FALSE,7
FALSE,unreviewed,0,FALSE,FALSE,27,0,FALSE,1
TRUE,verified,2,TRUE,TRUE,52,7,TRUE,45
FALSE,accepted,2,FALSE,FALSE,110,2,FALSE,214
TRUE,verified,1,TRUE,FALSE,45,4,TRUE,26
FALSE,accepted,0,TRUE,TRUE,25,0,FALSE,37
FALSE,accepted,0,FALSE,FALSE,13,0,FALSE,1
FALSE,accepted,1,TRUE,FALSE,52,0,FALSE,12
FALSE,accepted,1,FALSE,FALSE,41,2,FALSE,21
FALSE,accepted,0,TRUE,FALSE,37,0,FALSE,14
FALSE,accepted,2,FALSE,TRUE,64,1,FALSE,16
FALSE,accepted,1,FALSE,FALSE,34,0,FALSE,29
FALSE,accepted,0,FALSE,FALSE,15,1,FALSE,5
FALSE,accepted,0,FALSE,FALSE,28,0,FALSE,12
FALSE,accepted,0,FALSE,FALSE,20,0,FALSE,21
FALSE,unreviewed,0,FALSE,FALSE,69,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,40,4,FALSE,37
FALSE,accepted,0,FALSE,TRUE,30,0,FALSE,7
FALSE,accepted,0,FALSE,TRUE,7,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,51,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,6,0,FALSE,18
FALSE,accepted,0,FALSE,FALSE,16,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,42,1,FALSE,2
