Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Is_Verified,Length_Referent_Text,Number_Verified_Annotations,Pinned,Total_Votes
FALSE,accepted,0,FALSE,FALSE,102,2,FALSE,42
FALSE,accepted,0,FALSE,FALSE,122,0,FALSE,7
FALSE,unreviewed,0,FALSE,FALSE,44,0,FALSE,2
FALSE,accepted,2,TRUE,TRUE,103,0,FALSE,10
FALSE,accepted,0,FALSE,TRUE,21,0,FALSE,20
FALSE,accepted,0,TRUE,FALSE,60,2,FALSE,42
TRUE,verified,60,TRUE,TRUE,17,3,TRUE,954
FALSE,accepted,1,TRUE,FALSE,100,0,FALSE,44
FALSE,accepted,0,TRUE,TRUE,28,0,FALSE,45
FALSE,accepted,0,TRUE,TRUE,119,4,FALSE,20
FALSE,accepted,4,TRUE,FALSE,57,0,FALSE,13
TRUE,verified,8,TRUE,TRUE,55,3,TRUE,268
FALSE,accepted,0,FALSE,TRUE,28,4,FALSE,110
FALSE,accepted,0,FALSE,FALSE,54,0,FALSE,52
FALSE,accepted,0,FALSE,FALSE,75,2,FALSE,4
FALSE,accepted,0,TRUE,TRUE,41,0,FALSE,10
FALSE,accepted,0,TRUE,TRUE,56,0,FALSE,73
FALSE,accepted,0,TRUE,TRUE,17,3,FALSE,14
FALSE,accepted,1,FALSE,FALSE,109,0,FALSE,3
FALSE,accepted,10,TRUE,TRUE,339,0,FALSE,70
FALSE,unreviewed,0,FALSE,FALSE,32,0,FALSE,-1
FALSE,accepted,0,FALSE,FALSE,139,0,FALSE,17
FALSE,accepted,0,FALSE,FALSE,29,0,FALSE,11
FALSE,accepted,1,FALSE,TRUE,47,0,FALSE,4
FALSE,accepted,2,TRUE,TRUE,103,0,FALSE,65
FALSE,unreviewed,0,FALSE,FALSE,22,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,148,0,FALSE,17
FALSE,accepted,0,FALSE,FALSE,107,0,FALSE,49
FALSE,accepted,0,FALSE,TRUE,93,5,FALSE,127
FALSE,accepted,0,TRUE,TRUE,55,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,24,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,41,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,22,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,165,1,FALSE,89
FALSE,accepted,0,FALSE,FALSE,146,0,FALSE,11
FALSE,accepted,0,FALSE,FALSE,30,0,FALSE,2
FALSE,unreviewed,0,FALSE,FALSE,30,0,FALSE,5
FALSE,accepted,0,FALSE,FALSE,126,0,FALSE,49
FALSE,accepted,0,FALSE,FALSE,69,0,FALSE,56
FALSE,accepted,0,FALSE,FALSE,148,0,FALSE,2
FALSE,accepted,3,TRUE,FALSE,85,0,FALSE,234
FALSE,accepted,0,FALSE,TRUE,17,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,101,0,FALSE,4
FALSE,accepted,1,FALSE,TRUE,19,0,FALSE,8
FALSE,accepted,2,FALSE,TRUE,189,0,FALSE,47
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,8
FALSE,accepted,1,TRUE,TRUE,46,3,FALSE,14
FALSE,accepted,1,TRUE,FALSE,58,0,FALSE,23
FALSE,accepted,1,FALSE,FALSE,108,0,FALSE,64
FALSE,accepted,1,FALSE,FALSE,187,0,FALSE,172
FALSE,unreviewed,1,TRUE,FALSE,102,0,FALSE,15
TRUE,verified,10,FALSE,TRUE,89,1,TRUE,1041
FALSE,unreviewed,0,TRUE,FALSE,57,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,10,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,0
FALSE,accepted,1,FALSE,TRUE,41,0,FALSE,21
FALSE,accepted,2,FALSE,FALSE,50,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,50,0,FALSE,21
FALSE,accepted,0,TRUE,TRUE,48,2,FALSE,78
FALSE,accepted,0,TRUE,FALSE,89,0,FALSE,20
FALSE,unreviewed,0,FALSE,FALSE,38,0,FALSE,0
FALSE,unreviewed,0,TRUE,FALSE,19,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,249,0,FALSE,5
FALSE,accepted,0,FALSE,FALSE,29,0,FALSE,2
FALSE,accepted,1,TRUE,TRUE,7,0,FALSE,23
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,3
FALSE,accepted,1,TRUE,TRUE,149,0,FALSE,13
FALSE,accepted,1,FALSE,FALSE,25,0,FALSE,36
FALSE,accepted,2,TRUE,TRUE,20,3,FALSE,135
FALSE,accepted,1,TRUE,TRUE,271,0,FALSE,79
FALSE,accepted,0,TRUE,FALSE,101,0,FALSE,50
FALSE,accepted,0,FALSE,FALSE,55,0,FALSE,2
FALSE,unreviewed,0,FALSE,FALSE,35,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,65,0,FALSE,6
FALSE,accepted,5,FALSE,TRUE,47,0,FALSE,71
FALSE,accepted,1,FALSE,FALSE,38,0,FALSE,3
FALSE,accepted,1,TRUE,TRUE,95,0,FALSE,126
FALSE,accepted,0,TRUE,FALSE,29,0,FALSE,6
FALSE,accepted,1,TRUE,FALSE,17,1,FALSE,15
FALSE,accepted,0,TRUE,TRUE,27,4,FALSE,0
FALSE,accepted,0,FALSE,TRUE,57,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,15,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,70,0,FALSE,20
FALSE,accepted,4,FALSE,FALSE,202,0,FALSE,54
FALSE,accepted,4,TRUE,FALSE,53,1,FALSE,20
FALSE,accepted,0,FALSE,TRUE,62,0,FALSE,5
FALSE,unreviewed,0,FALSE,FALSE,55,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,4
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,57,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,21,1,FALSE,23
FALSE,unreviewed,0,FALSE,FALSE,25,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,7,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,37,0,FALSE,1
FALSE,accepted,1,TRUE,TRUE,31,2,FALSE,57
FALSE,unreviewed,0,TRUE,FALSE,99,0,FALSE,6
TRUE,verified,1,FALSE,FALSE,416,1,TRUE,103
FALSE,accepted,0,FALSE,TRUE,31,1,FALSE,71
FALSE,accepted,0,FALSE,FALSE,40,0,FALSE,13
FALSE,accepted,0,FALSE,FALSE,39,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,21
FALSE,accepted,2,FALSE,FALSE,59,0,FALSE,38
FALSE,accepted,1,TRUE,TRUE,50,0,FALSE,28
FALSE,accepted,3,FALSE,FALSE,93,1,FALSE,72
FALSE,unreviewed,1,FALSE,FALSE,250,0,FALSE,2
FALSE,accepted,3,TRUE,TRUE,45,4,FALSE,337
TRUE,verified,31,TRUE,TRUE,38,3,TRUE,348
FALSE,accepted,0,TRUE,TRUE,22,0,FALSE,5
FALSE,unreviewed,0,FALSE,FALSE,38,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,85,0,FALSE,35
FALSE,accepted,0,TRUE,FALSE,42,0,FALSE,20
FALSE,accepted,0,FALSE,FALSE,186,0,FALSE,97
FALSE,accepted,0,FALSE,TRUE,65,0,FALSE,27
FALSE,accepted,0,FALSE,FALSE,30,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,17,0,FALSE,4
FALSE,accepted,0,TRUE,FALSE,48,2,FALSE,311
FALSE,accepted,0,TRUE,FALSE,44,0,FALSE,3
FALSE,unreviewed,0,TRUE,FALSE,45,0,FALSE,2
FALSE,accepted,2,TRUE,FALSE,36,0,FALSE,4
FALSE,unreviewed,0,FALSE,FALSE,53,0,FALSE,1
FALSE,unreviewed,0,FALSE,TRUE,66,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,31,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,96,0,FALSE,130
TRUE,verified,4,FALSE,FALSE,107,3,TRUE,566
FALSE,accepted,2,FALSE,FALSE,87,0,FALSE,11
FALSE,accepted,0,FALSE,TRUE,39,0,FALSE,3
FALSE,accepted,2,FALSE,FALSE,47,0,FALSE,0
FALSE,accepted,3,FALSE,TRUE,96,0,FALSE,139
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,1
FALSE,accepted,9,TRUE,TRUE,288,0,FALSE,149
FALSE,accepted,0,TRUE,TRUE,27,0,FALSE,7
FALSE,accepted,0,FALSE,TRUE,96,0,FALSE,8
FALSE,accepted,0,FALSE,FALSE,31,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,244,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,17,0,FALSE,2
FALSE,verified,2,TRUE,TRUE,21,2,FALSE,30
FALSE,accepted,0,FALSE,TRUE,127,0,FALSE,72
FALSE,accepted,0,TRUE,TRUE,58,0,FALSE,3
FALSE,unreviewed,0,FALSE,FALSE,44,0,FALSE,0
TRUE,verified,43,FALSE,TRUE,48,1,TRUE,786
FALSE,accepted,0,FALSE,FALSE,18,0,FALSE,10
FALSE,accepted,0,TRUE,FALSE,77,0,FALSE,17
FALSE,accepted,2,FALSE,TRUE,116,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,61,0,FALSE,27
FALSE,accepted,0,TRUE,FALSE,52,0,FALSE,12
FALSE,accepted,2,FALSE,TRUE,265,2,FALSE,35
FALSE,accepted,3,FALSE,FALSE,24,0,FALSE,52
FALSE,accepted,1,FALSE,FALSE,153,0,FALSE,16
FALSE,accepted,2,FALSE,TRUE,112,0,FALSE,26
FALSE,accepted,0,FALSE,FALSE,62,2,FALSE,19
FALSE,accepted,0,TRUE,FALSE,33,1,FALSE,32
FALSE,accepted,1,FALSE,FALSE,35,0,FALSE,3
FALSE,accepted,0,TRUE,FALSE,23,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,49,0,FALSE,0
FALSE,accepted,4,FALSE,FALSE,129,0,FALSE,57
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,7
FALSE,accepted,1,FALSE,FALSE,45,1,FALSE,2
FALSE,accepted,1,TRUE,FALSE,55,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,115,0,FALSE,34
FALSE,accepted,0,FALSE,FALSE,13,0,FALSE,15
FALSE,accepted,0,FALSE,FALSE,51,0,FALSE,3
FALSE,accepted,1,TRUE,TRUE,66,4,FALSE,5
FALSE,accepted,3,FALSE,TRUE,30,1,FALSE,31
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,29,0,FALSE,8
FALSE,accepted,1,FALSE,FALSE,16,2,FALSE,49
FALSE,unreviewed,2,TRUE,TRUE,44,0,FALSE,62
FALSE,accepted,0,FALSE,FALSE,60,0,FALSE,14
FALSE,accepted,0,FALSE,FALSE,54,0,FALSE,17
FALSE,accepted,0,FALSE,FALSE,62,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,136,0,FALSE,4
FALSE,accepted,0,TRUE,FALSE,74,1,FALSE,39
FALSE,accepted,0,FALSE,TRUE,10,2,FALSE,152
FALSE,accepted,0,FALSE,FALSE,56,0,FALSE,7
FALSE,accepted,0,TRUE,FALSE,25,0,FALSE,56
FALSE,unreviewed,0,FALSE,FALSE,42,0,FALSE,2
FALSE,accepted,0,TRUE,TRUE,36,3,FALSE,32
FALSE,accepted,0,TRUE,TRUE,20,0,FALSE,16
FALSE,unreviewed,0,TRUE,FALSE,121,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,143,0,FALSE,59
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,23
FALSE,accepted,0,FALSE,FALSE,152,0,FALSE,6
FALSE,accepted,0,FALSE,FALSE,29,0,FALSE,8
FALSE,accepted,0,TRUE,FALSE,196,0,FALSE,17
TRUE,verified,4,TRUE,FALSE,57,4,TRUE,59
TRUE,verified,6,TRUE,FALSE,6,3,TRUE,284
FALSE,unreviewed,0,FALSE,FALSE,128,0,FALSE,2
FALSE,accepted,1,TRUE,TRUE,32,0,FALSE,7
FALSE,unreviewed,0,FALSE,FALSE,39,0,FALSE,0
FALSE,accepted,2,TRUE,TRUE,67,0,FALSE,5
FALSE,unreviewed,0,FALSE,FALSE,102,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,53,2,FALSE,11
FALSE,accepted,1,FALSE,FALSE,52,1,FALSE,17
FALSE,accepted,1,TRUE,FALSE,42,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,39,0,FALSE,26
FALSE,accepted,2,FALSE,FALSE,326,1,FALSE,90
FALSE,unreviewed,0,FALSE,FALSE,24,0,FALSE,0
TRUE,accepted,0,FALSE,FALSE,93,26,FALSE,5
FALSE,accepted,1,FALSE,FALSE,123,0,FALSE,7
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,56
FALSE,accepted,0,TRUE,FALSE,140,0,FALSE,19
FALSE,unreviewed,0,FALSE,TRUE,3,0,FALSE,0
FALSE,accepted,0,FALSE,TRUE,25,2,FALSE,29
FALSE,unreviewed,1,TRUE,FALSE,52,0,FALSE,-1
FALSE,accepted,0,TRUE,TRUE,53,0,FALSE,199
FALSE,accepted,0,FALSE,FALSE,36,0,FALSE,3
FALSE,accepted,0,TRUE,TRUE,40,0,FALSE,22
FALSE,unreviewed,0,FALSE,FALSE,107,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,87,0,FALSE,1
FALSE,unreviewed,1,TRUE,FALSE,37,0,FALSE,5
FALSE,accepted,0,FALSE,FALSE,128,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,145,3,FALSE,54
FALSE,accepted,0,TRUE,TRUE,9,0,FALSE,50
FALSE,accepted,0,FALSE,FALSE,28,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,58,0,FALSE,51
FALSE,accepted,0,TRUE,FALSE,49,0,FALSE,3
FALSE,accepted,0,TRUE,FALSE,86,0,FALSE,24
FALSE,accepted,0,FALSE,FALSE,54,0,FALSE,31
FALSE,accepted,0,FALSE,TRUE,30,0,FALSE,14
FALSE,accepted,0,FALSE,FALSE,100,0,FALSE,1
FALSE,accepted,0,TRUE,FALSE,47,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,33,2,FALSE,2
TRUE,verified,17,TRUE,FALSE,20,9,TRUE,137
FALSE,accepted,0,FALSE,FALSE,89,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,63,0,FALSE,43
FALSE,accepted,0,TRUE,FALSE,37,0,FALSE,99
FALSE,accepted,0,FALSE,TRUE,26,0,FALSE,2
FALSE,accepted,0,FALSE,TRUE,48,0,FALSE,3
FALSE,accepted,1,FALSE,FALSE,41,0,FALSE,5
FALSE,accepted,9,TRUE,TRUE,79,0,FALSE,29
FALSE,accepted,0,TRUE,FALSE,79,0,FALSE,246
FALSE,accepted,0,TRUE,TRUE,57,0,FALSE,4
TRUE,verified,0,TRUE,FALSE,21,1,TRUE,109
FALSE,accepted,0,FALSE,TRUE,40,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,68,0,FALSE,27
FALSE,unreviewed,0,FALSE,FALSE,32,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,303,1,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,304,0,FALSE,0
FALSE,accepted,3,TRUE,TRUE,55,1,FALSE,42
FALSE,accepted,0,FALSE,FALSE,116,0,FALSE,3
FALSE,accepted,0,TRUE,FALSE,74,0,FALSE,46
FALSE,accepted,1,FALSE,TRUE,20,0,FALSE,211
FALSE,accepted,0,FALSE,FALSE,44,0,FALSE,22
FALSE,accepted,1,TRUE,FALSE,252,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,42,0,FALSE,68
FALSE,accepted,0,FALSE,TRUE,33,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,45,26,FALSE,13
FALSE,accepted,0,FALSE,FALSE,86,0,FALSE,18
FALSE,accepted,0,TRUE,FALSE,61,0,FALSE,7
FALSE,unreviewed,0,FALSE,FALSE,46,0,FALSE,8
FALSE,unreviewed,1,FALSE,FALSE,41,0,FALSE,0
FALSE,unreviewed,0,TRUE,FALSE,98,0,FALSE,0
FALSE,accepted,4,FALSE,FALSE,88,0,FALSE,50
FALSE,accepted,1,TRUE,FALSE,59,0,FALSE,20
FALSE,accepted,0,FALSE,TRUE,46,0,FALSE,10
FALSE,unreviewed,0,FALSE,FALSE,25,0,FALSE,2
TRUE,verified,21,TRUE,FALSE,45,9,TRUE,315
FALSE,accepted,0,FALSE,FALSE,78,0,FALSE,116
FALSE,unreviewed,0,FALSE,FALSE,79,0,FALSE,4
FALSE,accepted,0,TRUE,TRUE,18,0,FALSE,17
FALSE,accepted,0,TRUE,TRUE,43,0,FALSE,20
FALSE,accepted,0,FALSE,FALSE,58,0,FALSE,34
FALSE,accepted,0,FALSE,FALSE,50,0,FALSE,1
FALSE,unreviewed,3,FALSE,FALSE,151,0,FALSE,32
FALSE,unreviewed,1,FALSE,FALSE,39,0,FALSE,0
FALSE,accepted,0,TRUE,TRUE,47,0,FALSE,0
FALSE,accepted,1,TRUE,TRUE,53,0,FALSE,3
FALSE,unreviewed,0,FALSE,TRUE,114,0,FALSE,0
FALSE,unreviewed,0,FALSE,FALSE,69,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,54,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,42,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,29
FALSE,accepted,0,FALSE,FALSE,297,0,FALSE,6
FALSE,verified,1,TRUE,FALSE,19,4,FALSE,84
FALSE,accepted,1,FALSE,FALSE,49,0,FALSE,6
FALSE,unreviewed,1,FALSE,FALSE,46,0,FALSE,1
FALSE,accepted,1,TRUE,FALSE,28,0,FALSE,9
FALSE,accepted,0,FALSE,TRUE,25,0,FALSE,2
FALSE,accepted,0,TRUE,FALSE,184,0,FALSE,103
FALSE,accepted,0,FALSE,FALSE,18,0,FALSE,19
FALSE,unreviewed,1,FALSE,FALSE,16,0,FALSE,-2
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,2
FALSE,accepted,0,TRUE,TRUE,39,0,FALSE,9
FALSE,accepted,0,FALSE,FALSE,21,0,FALSE,2
FALSE,accepted,0,FALSE,FALSE,45,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,69,0,FALSE,31
FALSE,accepted,0,TRUE,FALSE,13,0,FALSE,10
FALSE,accepted,0,TRUE,FALSE,64,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,53,0,FALSE,15
FALSE,unreviewed,0,FALSE,FALSE,59,0,FALSE,4
FALSE,unreviewed,0,FALSE,FALSE,51,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,32,0,FALSE,142
FALSE,accepted,0,TRUE,FALSE,37,2,FALSE,66
FALSE,accepted,0,FALSE,FALSE,16,2,FALSE,20
FALSE,accepted,1,FALSE,TRUE,21,2,FALSE,141
FALSE,unreviewed,0,FALSE,FALSE,21,0,FALSE,1
FALSE,unreviewed,0,TRUE,FALSE,41,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,113,0,FALSE,0
TRUE,verified,3,FALSE,TRUE,163,2,TRUE,326
FALSE,accepted,0,FALSE,TRUE,17,0,FALSE,27
FALSE,accepted,0,FALSE,FALSE,82,0,FALSE,4
FALSE,accepted,0,FALSE,FALSE,26,0,FALSE,2
FALSE,accepted,1,FALSE,FALSE,43,0,FALSE,1
FALSE,accepted,0,TRUE,TRUE,15,0,FALSE,23
FALSE,accepted,0,FALSE,FALSE,63,2,FALSE,27
FALSE,accepted,0,TRUE,TRUE,50,0,FALSE,12
FALSE,unreviewed,0,FALSE,FALSE,36,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,0
FALSE,accepted,0,TRUE,FALSE,82,0,FALSE,66
FALSE,accepted,0,FALSE,FALSE,165,0,FALSE,238
FALSE,accepted,0,TRUE,TRUE,62,4,FALSE,7
FALSE,accepted,3,FALSE,FALSE,45,0,FALSE,14
FALSE,accepted,1,TRUE,FALSE,113,0,FALSE,8
FALSE,accepted,2,FALSE,FALSE,26,0,FALSE,4
FALSE,accepted,2,TRUE,TRUE,72,0,FALSE,31
FALSE,accepted,0,FALSE,TRUE,34,0,FALSE,1
FALSE,unreviewed,0,FALSE,TRUE,40,0,FALSE,2
FALSE,accepted,0,TRUE,FALSE,137,0,FALSE,10
FALSE,accepted,0,FALSE,FALSE,43,0,FALSE,3
FALSE,accepted,0,FALSE,FALSE,97,0,FALSE,21
FALSE,accepted,2,FALSE,FALSE,206,0,FALSE,4
FALSE,accepted,0,FALSE,TRUE,51,0,FALSE,4
FALSE,accepted,0,TRUE,FALSE,49,3,FALSE,23
FALSE,accepted,0,FALSE,FALSE,168,0,FALSE,19
FALSE,accepted,1,FALSE,FALSE,21,0,FALSE,8
FALSE,unreviewed,0,TRUE,FALSE,36,0,FALSE,1
FALSE,unreviewed,0,FALSE,FALSE,45,1,FALSE,2
FALSE,accepted,11,TRUE,TRUE,188,0,FALSE,243
FALSE,accepted,0,TRUE,TRUE,19,0,FALSE,12
FALSE,accepted,0,FALSE,TRUE,42,0,FALSE,21
FALSE,accepted,0,TRUE,FALSE,41,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,15,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,45,0,FALSE,122
FALSE,unreviewed,0,FALSE,FALSE,9,0,FALSE,3
FALSE,accepted,0,TRUE,TRUE,30,0,FALSE,27
FALSE,accepted,0,FALSE,TRUE,80,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,69,0,FALSE,18
FALSE,unreviewed,0,FALSE,FALSE,54,1,FALSE,2
FALSE,accepted,1,TRUE,TRUE,129,0,FALSE,13
FALSE,accepted,0,FALSE,FALSE,179,0,FALSE,84
FALSE,accepted,0,FALSE,FALSE,21,2,FALSE,107
FALSE,accepted,0,FALSE,FALSE,25,0,FALSE,6
FALSE,accepted,0,TRUE,FALSE,16,4,FALSE,37
FALSE,accepted,1,FALSE,FALSE,14,0,FALSE,3
FALSE,accepted,0,FALSE,TRUE,103,0,FALSE,8
FALSE,accepted,0,TRUE,TRUE,25,3,FALSE,77
FALSE,accepted,0,FALSE,FALSE,105,0,FALSE,35
FALSE,accepted,0,TRUE,TRUE,68,0,FALSE,25
FALSE,unreviewed,2,FALSE,FALSE,105,0,FALSE,0
FALSE,accepted,0,FALSE,FALSE,67,0,FALSE,45
FALSE,accepted,0,FALSE,FALSE,62,0,FALSE,35
FALSE,unreviewed,0,FALSE,FALSE,48,0,FALSE,1
FALSE,accepted,0,FALSE,TRUE,45,0,FALSE,7
FALSE,accepted,0,FALSE,TRUE,55,0,FALSE,18
FALSE,accepted,0,FALSE,FALSE,59,2,FALSE,39
TRUE,verified,2,TRUE,FALSE,36,1,TRUE,224
FALSE,accepted,0,FALSE,FALSE,64,0,FALSE,13
FALSE,accepted,0,FALSE,FALSE,124,3,FALSE,47
FALSE,accepted,0,TRUE,FALSE,11,0,FALSE,1
FALSE,accepted,1,TRUE,TRUE,55,2,FALSE,4
FALSE,unreviewed,0,FALSE,FALSE,26,0,FALSE,1
FALSE,accepted,0,FALSE,FALSE,27,0,FALSE,5
FALSE,unreviewed,0,FALSE,FALSE,18,0,FALSE,-1
FALSE,accepted,0,FALSE,FALSE,54,0,FALSE,6
FALSE,accepted,0,FALSE,FALSE,52,0,FALSE,80
FALSE,unreviewed,0,FALSE,FALSE,240,0,FALSE,0
FALSE,accepted,3,FALSE,FALSE,69,0,FALSE,68
FALSE,accepted,0,FALSE,FALSE,127,0,FALSE,72
FALSE,accepted,1,FALSE,TRUE,196,0,FALSE,68
FALSE,accepted,2,FALSE,TRUE,40,0,FALSE,6
FALSE,unreviewed,0,FALSE,FALSE,49,1,FALSE,0
FALSE,accepted,1,FALSE,TRUE,43,0,FALSE,43
FALSE,accepted,0,TRUE,FALSE,13,0,FALSE,25
FALSE,accepted,0,FALSE,FALSE,47,0,FALSE,5
FALSE,accepted,0,TRUE,TRUE,34,0,FALSE,8
FALSE,accepted,9,FALSE,TRUE,49,0,FALSE,116
FALSE,unreviewed,0,TRUE,FALSE,21,0,FALSE,1
FALSE,verified,0,TRUE,FALSE,36,1,FALSE,86
FALSE,accepted,0,FALSE,FALSE,203,0,FALSE,10
FALSE,accepted,1,TRUE,TRUE,35,0,FALSE,15
TRUE,accepted,1,TRUE,FALSE,88,12,FALSE,4
FALSE,accepted,1,TRUE,FALSE,47,0,FALSE,24
FALSE,accepted,0,TRUE,TRUE,35,0,FALSE,6
FALSE,accepted,0,FALSE,TRUE,40,0,FALSE,2
FALSE,accepted,0,TRUE,TRUE,49,3,FALSE,17
FALSE,accepted,0,FALSE,FALSE,40,0,FALSE,45
FALSE,accepted,0,TRUE,TRUE,17,0,FALSE,11
FALSE,accepted,0,FALSE,TRUE,59,1,FALSE,18
FALSE,accepted,0,FALSE,FALSE,37,0,FALSE,109
FALSE,accepted,2,TRUE,TRUE,90,3,FALSE,36
